,course_id,course_title,url,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject,clean_course_title
1643,1013676,Adobe Illustrator CC 2017 for beginners,https://www.udemy.com/adobe-illustrator-cc-2017/,True,195,2489,39,12,Beginner Level,1.5 hours,2017-01-31T22:13:11Z,Graphic Design,Adobe Illustrator CC 2017 beginners
1644,62497,How to Draw Cute Cartoon Characters,https://www.udemy.com/draw-cute-characters/,True,55,4080,522,26,All Levels,2 hours,2013-10-01T01:11:51Z,Graphic Design,Draw Cute Cartoon Characters
1645,1182900,How to Create awesome Cinema-graph With Adobe Photoshop?,https://www.udemy.com/how-to-create-awesome-cinema-graph-with-adobe-photoshop/,True,20,1602,8,16,Beginner Level,1 hour,2017-05-07T16:32:00Z,Graphic Design,Create awesome Cinemagraph Adobe Photoshop
1646,1178226,Learn to Create a Mandala with Adobe Illustrator,https://www.udemy.com/learn-to-create-a-mandala-with-adobe-illustrator/,True,50,7,0,28,All Levels,4.5 hours,2017-04-24T19:24:51Z,Graphic Design,Learn Create Mandala Adobe Illustrator
1647,1165268,15  Motion Graphic Elements in After Effect (Series 2),https://www.udemy.com/15-motion-graphic-elements-in-after-effect-series-2/,True,30,8,0,20,Intermediate Level,3 hours,2017-04-11T04:27:34Z,Graphic Design,15 Motion Graphic Elements Effect Series 2
1648,1133648,Fantasy map design,https://www.udemy.com/fantasy-map-design/,True,30,7,2,18,All Levels,2.5 hours,2017-03-16T16:31:23Z,Graphic Design,Fantasy map design
1649,471136,Creating 2D Game Assets,https://www.udemy.com/creating-2d-game-assets/,True,25,57,0,12,All Levels,2 hours,2015-04-17T22:34:55Z,Graphic Design,Creating 2D Game Assets
1650,63712,create 9 professional logo design full version,https://www.udemy.com/create-9-professional-logo-design-full-version-beginner/,True,35,91,3,34,All Levels,2 hours,2013-07-23T10:40:16Z,Graphic Design,create 9 professional logo design version
1651,1055424,Stencil - Simple Graphic Design For Entrepreneurs,https://www.udemy.com/stencil-graphic-design/,True,95,11,0,10,All Levels,1 hour,2017-01-03T12:28:37Z,Graphic Design,Stencil  Simple Graphic Design Entrepreneurs
1652,843620,Learn Adobe InDesign from Scratch,https://www.udemy.com/learn-adobe-indesign-from-scratch/,True,40,6,2,46,Beginner Level,4.5 hours,2016-06-20T15:34:32Z,Graphic Design,Learn Adobe InDesign Scratch
1653,1153326,Getting the Life of an Instructional Designer,https://www.udemy.com/getting-the-life-of-an-instructional-designer/,True,40,5,0,16,All Levels,1.5 hours,2017-05-01T00:12:09Z,Graphic Design,Getting Life Instructional Designer
1654,551964,Drawing for All Levels: How to Design Cartoon Women,https://www.udemy.com/drawing-for-all-levels-how-to-design-cartoon-women/,True,20,5,2,20,All Levels,1.5 hours,2015-07-14T22:01:30Z,Graphic Design,Drawing Levels Design Cartoon Women
1655,1104858,Photoshop Tools 101,https://www.udemy.com/photoshoptools101/,True,50,6,0,49,All Levels,3 hours,2017-05-01T21:49:18Z,Graphic Design,Photoshop Tools 101
1656,517866,How to create gif animation in photoshop,https://www.udemy.com/how-to-create-gif-animation-in-photoshop/,True,20,34,0,18,All Levels,1 hour,2015-06-02T19:06:24Z,Graphic Design,create gif animation photoshop
1657,1036766,How to Color Comic Books... with a Mouse,https://www.udemy.com/how-to-color-comic-books-with-a-mouse/,True,30,7,0,8,All Levels,2 hours,2017-01-03T14:38:04Z,Graphic Design,Color Comic Books Mouse
1658,337072,Bestseller! Learn Photoshop in 1 Hour (No Experience Needed),https://www.udemy.com/learn-photoshop-in-one-hour-no-experience-needed/,True,200,5471,72,39,Beginner Level,6.5 hours,2015-03-05T22:03:28Z,Graphic Design,Bestseller Learn Photoshop 1 Hour No Experience Needed
1659,737642,How To Design A Fortune 500 Logo in Illustrator,https://www.udemy.com/logo-logo-design-logos-logo-maker-graphic-design-logo-creator/,True,195,3599,43,72,Intermediate Level,5 hours,2016-01-24T22:45:26Z,Graphic Design,Design Fortune 500 Logo Illustrator
1660,520766,Canva : Graphic Design Theory Volume2,https://www.udemy.com/canva-course-graphic-design-theory-in-social-media-volume-2/,True,200,4961,38,29,All Levels,2 hours,2015-06-20T00:03:03Z,Graphic Design,Canva  Graphic Design Theory Volume2
1661,757900,Canva : Book Cover Design,https://www.udemy.com/canva-book-cover-design/,True,100,3377,20,15,Beginner Level,2 hours,2016-02-26T01:08:20Z,Graphic Design,Canva  Book Cover Design
1662,978576,The Complete Figure Drawing Course HD,https://www.udemy.com/the-complete-figure-drawing-course-hd/,True,50,1323,136,225,Beginner Level,78.5 hours,2016-10-11T21:40:06Z,Graphic Design,Complete Figure Drawing Course HD
1663,961684,Mastering Logo Design - 20 Projects step-by-step,https://www.udemy.com/mastering-logo-designing-20-projects-step-by-step/,True,200,2599,24,77,All Levels,7.5 hours,2016-09-25T17:57:11Z,Graphic Design,Mastering Logo Design  20 Projects stepbystep
1664,371490,Graphic Design: Create Animated GIF Ad Banners in Photoshop,https://www.udemy.com/create-cool-animated-gif-advertising-banners-with-photoshop/,True,20,6612,44,20,All Levels,1 hour,2014-12-19T22:46:05Z,Graphic Design,Graphic Design Create Animated GIF Ad Banners Photoshop
1665,1134692,Learn Inkscape : Design Logos and Game Arts,https://www.udemy.com/design-logos-and-game-arts-inkscape/,True,20,1675,20,12,Beginner Level,1 hour,2017-03-15T16:46:00Z,Graphic Design,Learn Inkscape  Design Logos Game Arts
1666,507726,Typography: Learn the Basics to Build a Solid Foundation,https://www.udemy.com/typography-elements-course-a-beginner-guidelines-class/,True,35,5850,19,34,Beginner Level,1 hour,2015-05-26T17:36:32Z,Graphic Design,Typography Learn Basics Build Solid Foundation
1667,349586,Master Manga Studio 5: Bonus Drawing and Painting,https://www.udemy.com/master-manga-studio-5/,True,165,2325,155,61,All Levels,8 hours,2015-02-06T07:44:43Z,Graphic Design,Master Manga Studio 5 Bonus Drawing Painting
1668,1153710,Learn Adobe Photoshop from scratch to professional,https://www.udemy.com/learn-adobe-photoshop-hot-skill-of-today/,True,20,1276,3,19,Beginner Level,3.5 hours,2017-04-05T21:50:14Z,Graphic Design,Learn Adobe Photoshop scratch professional
1669,1269190,7 Secrets To Designing In Black and White,https://www.udemy.com/secrets-to-designing-in-black-and-white/,True,100,1000,1,12,All Levels,1.5 hours,2017-06-27T19:55:18Z,Graphic Design,7 Secrets Designing Black White
1670,303042,Photoshop CS 6 ile Fotoğraf İşlemenin Temelleri,https://www.udemy.com/photoshop-cs-6-ile-fotograf-islemenin-temelleri/,True,20,86,10,78,Beginner Level,6 hours,2015-02-13T07:07:44Z,Graphic Design,Photoshop CS 6 ile Fotoraf lemenin Temelleri
1671,647520,誰でもわかる Adobe Illustrator CS6,https://www.udemy.com/adobe-illustrator-cs6-j/,True,20,11,2,15,Beginner Level,3 hours,2015-10-22T18:40:54Z,Graphic Design, Adobe Illustrator CS6
1672,681878,Devenez le king de l'illustration automobile,https://www.udemy.com/virtuel-car/,True,50,42,10,32,Beginner Level,4.5 hours,2015-12-09T16:49:20Z,Graphic Design,Devenez le king de lillustration automobile
1673,873296,Corel Draw X7 Eğitimi (Temelden İleri Seviyeye),https://www.udemy.com/coreldraw-x8-egitimi-temel/,True,105,28,6,103,All Levels,12 hours,2016-06-09T21:43:59Z,Graphic Design,Corel Draw X7 Eitimi Temelden leri Seviyeye
1674,1164720,调色中级课程,https://www.udemy.com/ixlnjjvn/,True,200,5,3,7,Beginner Level,1 hour,2017-03-31T17:19:38Z,Graphic Design,
1675,1019552,Drawing and paint  hot girl with photoshop,https://www.udemy.com/drawing-and-paint-hot-girl-with-photoshop/,True,35,74,1,11,All Levels,1.5 hours,2016-11-24T22:02:38Z,Graphic Design,Drawing paint hot girl photoshop
1676,1147664,Photoshop CC Eğitim Seti (YENİ),https://www.udemy.com/photoshop-cc-egitim-seti-yeni/,True,100,27,5,202,All Levels,16 hours,2017-03-30T22:26:26Z,Graphic Design,Photoshop CC Eitim Seti YEN
1677,948294,مدخل في أساسيات الفوطوشوب للمبتدئين فقط,https://www.udemy.com/arabic-photoshop-for-beginers-easy/,True,120,13,9,7,Beginner Level,1 hour,2016-09-06T02:48:13Z,Graphic Design,     
1678,393850,Creación de iconos con Illustrator,https://www.udemy.com/creacion-de-iconos-con-illustrator/,True,20,27,3,54,All Levels,3 hours,2015-01-17T02:28:25Z,Graphic Design,Creacin de iconos con Illustrator
1679,733878,Adobe Illustrator Course in Urdu Basics Level Training,https://www.udemy.com/adobe-illustrator-course-in-urdu-basics-level-training/,False,Free,1433,57,8,Beginner Level,1 hour,2016-01-19T17:22:59Z,Graphic Design,Adobe Illustrator Course Urdu Basics Level Training
1680,860656,GraphicDesign Studio,https://www.udemy.com/graphic-design-studio/,True,95,110,9,22,Beginner Level,2.5 hours,2016-05-27T20:34:07Z,Graphic Design,GraphicDesign Studio
1681,1246252,Aula de Photoshop - Aprenda como recortar imagens,https://www.udemy.com/aula-de-photoshop-aprenda-como-recortar-imagens/,True,65,15,1,14,Beginner Level,2 hours,2017-07-03T00:56:30Z,Graphic Design,Aula de Photoshop  Aprenda como recortar imagens
1682,622122,Make your own great designs in PowerPoint: Quick & Easy,https://www.udemy.com/design-in-powerpoint/,True,20,19,6,10,Beginner Level,1 hour,2015-09-30T17:30:55Z,Graphic Design,great designs PowerPoint Quick  Easy
1683,222976,Create Kindle eBook Covers with PowerPoint,https://www.udemy.com/create-kindle-ebook-covers-with-powerpoint/,True,30,87,7,23,All Levels,2 hours,2014-06-17T07:51:54Z,Graphic Design,Create Kindle eBook Covers PowerPoint
1684,439968,Magazine Design: Start your own magazine in less than 24hrs,https://www.udemy.com/how-to-start-your-own-magazine/,True,20,802,10,30,All Levels,2 hours,2015-03-22T20:27:01Z,Graphic Design,Magazine Design Start magazine 24hrs
1685,852060,Essential Skills for Designers - Adobe Bridge,https://www.udemy.com/essential-skills-for-designers-adobe-bridge/,True,20,14,5,13,All Levels,1 hour,2016-05-17T23:40:40Z,Graphic Design,Essential Skills Designers  Adobe Bridge
1686,546848,Learn to code in Python and learn Adobe Photoshop today!,https://www.udemy.com/learn-to-code-in-python-and-learn-adobe-photoshop-today/,True,50,1132,1,29,All Levels,2 hours,2015-07-08T00:15:12Z,Graphic Design,Learn code Python learn Adobe Photoshop today
1687,81278,How to draw Caricatures,https://www.udemy.com/how-to-draw-caricatures/,True,20,347,31,11,All Levels,4 hours,2013-08-21T16:58:27Z,Graphic Design,draw Caricatures
1688,53556,Essential Skills for Designers - Working with Type,https://www.udemy.com/working-with-type/,True,45,219,11,25,All Levels,2 hours,2013-05-13T12:59:44Z,Graphic Design,Essential Skills Designers  Working Type
1689,1158854,Affinity Designer for beginners,https://www.udemy.com/affinity-designer-for-beginners-dc/,True,20,30,6,23,Beginner Level,4.5 hours,2017-05-01T20:48:32Z,Graphic Design,Affinity Designer beginners
1690,68876,How to Create Top Ranking Mobile App Icons - iOS Edition,https://www.udemy.com/appicondesigner/,True,35,130,6,13,All Levels,1 hour,2013-07-30T16:43:28Z,Graphic Design,Create Ranking Mobile App Icons  iOS Edition
1691,514496,Canva - Making Design Simple,https://www.udemy.com/design-with-canva/,True,20,509,4,15,All Levels,32 mins,2015-06-24T18:57:24Z,Graphic Design,Canva  Making Design Simple
1692,649404,Ribbon Lettering: From Sketch to Wordmark,https://www.udemy.com/ribbon-lettering-from-sketch-to-wordmark/,True,40,342,2,8,All Levels,43 mins,2015-10-25T20:54:43Z,Graphic Design,Ribbon Lettering Sketch Wordmark
1693,108384,How to Make a Custom Graphic ,https://www.udemy.com/customgraphicsforbusiness/,True,20,87,8,8,Beginner Level,1 hour,2013-10-24T04:16:41Z,Graphic Design,Custom Graphic
1694,753934,Create Flat Designs with Inkscape ,https://www.udemy.com/create-flat-designs-with-inkscape/,True,30,259,3,11,Beginner Level,1.5 hours,2016-02-14T21:56:08Z,Graphic Design,Create Flat Designs Inkscape
1695,206592,:::Beginners Guide To Creating Amazing Images with Canva:::,https://www.udemy.com/beginners-guide-to-creating-amazing-images-with-canva/,True,25,72,5,17,Beginner Level,1 hour,2014-04-29T19:50:31Z,Graphic Design,Beginners Guide Creating Amazing Images Canva
1696,15467,Learn To Draw - The COMIC BOOK STYLE,https://www.udemy.com/learn-to-draw/,True,55,363,14,19,All Levels,2 hours,2012-06-01T21:53:11Z,Graphic Design,Learn Draw  COMIC BOOK STYLE
1697,983444,Adobe Illustrator Vectors For Hand Letterers,https://www.udemy.com/adobe-illustrator-vectors-for-hand-letterers/,True,100,23,2,9,Beginner Level,37 mins,2016-10-21T18:50:38Z,Graphic Design,Adobe Illustrator Vectors Hand Letterers
1698,74782,How To Create Amazing YouTube Custom Thumbnail Images,https://www.udemy.com/how-to-create-amazing-youtube-custom-thumbnail-images/,True,25,78,6,16,All Levels,1.5 hours,2013-09-29T22:43:14Z,Graphic Design,Create Amazing YouTube Custom Thumbnail Images
1699,456988,Graphic Design Bootcamp: Professional Workflow & Layout Tips,https://www.udemy.com/graphic-design-bootcamp-layout-and-workflow-basics/,True,20,99,10,9,All Levels,1.5 hours,2015-03-26T18:24:10Z,Graphic Design,Graphic Design Bootcamp Professional Workflow  Layout Tips
1700,1049760,Promotional Design Master Class,https://www.udemy.com/promotional-design-master-class/,True,50,14,2,26,All Levels,2 hours,2016-12-24T05:22:40Z,Graphic Design,Promotional Design Master Class
1701,808808,Introduction to GIMP 2.8: Tutorials for Beginners,https://www.udemy.com/introduction-to-gimp-for-beginners/,True,20,282,8,28,Beginner Level,3 hours,2016-04-01T17:31:53Z,Graphic Design,Introduction GIMP 28 Tutorials Beginners
1702,599652,48 Logo Designs and Techniques,https://www.udemy.com/professional-logo-design-vol-2/,True,20,113,9,48,All Levels,9 hours,2015-09-15T00:23:14Z,Graphic Design,48 Logo Designs Techniques
1703,524748,Photoshop JumpStart,https://www.udemy.com/photoshop-jumpstart/,True,20,66,13,13,Beginner Level,2 hours,2015-07-02T21:41:25Z,Graphic Design,Photoshop JumpStart
1704,310652,How To Sell Practically Anything: Professional Design Mockup,https://www.udemy.com/how-to-sell-practically-anything-professional-design-mockup/,True,50,52,2,19,All Levels,2.5 hours,2014-10-08T09:08:28Z,Graphic Design,Sell Practically Anything Professional Design Mockup
1705,946326,"Learn Calligraphy, Handwriting animation wz After Effects",https://www.udemy.com/animate_calligraphy_art/,True,40,116,1,18,All Levels,2.5 hours,2016-11-03T21:56:02Z,Graphic Design,Learn Calligraphy Handwriting animation wz Effects
1706,1146166,LaTeX A-Z: from beginner to advance in less than 3 hour,https://www.udemy.com/become-a-good-latex-user-to-create-professional-documents/,True,95,623,14,30,Beginner Level,3 hours,2017-03-27T18:46:54Z,Graphic Design,LaTeX AZ beginner advance 3 hour
1707,1190334,Course Bundle | Exploring Art : Silhouette & Linear Line Art,https://www.udemy.com/course-bundle-exploring-art-silhouette-linear-line-art/,True,80,827,1,15,All Levels,1 hour,2017-04-24T16:52:39Z,Graphic Design,Course Bundle  Exploring Art  Silhouette  Linear Line Art
1708,895394,How To Build Your Own Web Banner Design Business,https://www.udemy.com/how-to-build-your-own-web-banner-design-business/,True,20,5000,7,21,All Levels,1 hour,2016-07-05T18:41:46Z,Graphic Design,Build Web Banner Design Business
1709,1100628,Canva: Design and Sell Your Own Professional Canva Designs,https://www.udemy.com/canva-design-and-sell-your-own-professional-graphic-designs/,True,200,793,26,52,All Levels,3 hours,2017-03-02T00:59:33Z,Graphic Design,Canva Design Sell Professional Canva Designs
1710,996868,How to Design a Logo in Adobe Illustrator,https://www.udemy.com/logoworkshop/,True,100,972,44,24,All Levels,1 hour,2016-11-14T15:26:17Z,Graphic Design,Design Logo Adobe Illustrator
1711,751230,Illustrator CC: Design and drawing from scratch to expert!,https://www.udemy.com/illustrator-cc-design-and-drawing-from-scratch-to-expert/,True,150,2427,99,97,Beginner Level,11 hours,2016-12-15T15:18:47Z,Graphic Design,Illustrator CC Design drawing scratch expert
1712,356840,Logo design: How To Design an Awesome Logo in Illustrator,https://www.udemy.com/designing-logos-learning-illustrator/,True,195,3131,131,56,All Levels,5.5 hours,2014-11-28T09:04:50Z,Graphic Design,Logo design Design Awesome Logo Illustrator
1713,269082,Photoshop: Real World Hands-on Freelance Mastery,https://www.udemy.com/photoshop-real-world-hands-on-graphic-and-web-design/,True,105,5950,25,29,All Levels,2.5 hours,2014-09-25T09:14:15Z,Graphic Design,Photoshop Real World Handson Freelance Mastery
1714,449788,Graphic Design: Beginner's Graphic Design Guide to Photoshop,https://www.udemy.com/how-to-use-adobe-photoshop-for-beginners/,True,25,4550,74,15,All Levels,1 hour,2015-05-20T21:10:45Z,Graphic Design,Graphic Design Beginners Graphic Design Guide Photoshop
1715,792232,Most Wanted Flat Design Techniques,https://www.udemy.com/flat-design-flat-ui-design-flat-colors-flat-design-illustrator/,True,195,2081,35,61,Intermediate Level,4.5 hours,2016-03-17T18:21:18Z,Graphic Design,Wanted Flat Design Techniques
1716,1164876,3DS MAX - Learn 3Ds MAX tutorial for Beginners in Urdu Hindi,https://www.udemy.com/learn-3ds-max-tutorial-for-beginners-in-urdu-hindi/,True,20,785,2,29,All Levels,4.5 hours,2017-04-18T16:45:59Z,Graphic Design,3DS MAX  Learn 3Ds MAX tutorial Beginners Urdu Hindi
1717,861444,Design your own Social Media Logo Icons in Adobe Illustrator,https://www.udemy.com/design-social-media-logo-icons-in-adobe-illustrator/,True,50,2424,29,15,Beginner Level,1.5 hours,2016-06-05T15:11:49Z,Graphic Design,Design Social Media Logo Icons Adobe Illustrator
1718,148982,Mashup - Transform a scanned sketch into a digital painting,https://www.udemy.com/mashup-transform-a-scanned-sketch-into-a-digital-painting/,True,20,57,3,16,Intermediate Level,2 hours,2014-10-23T00:42:36Z,Graphic Design,Mashup  Transform scanned sketch digital painting
1719,861742,Motion Graphic With After Effect From Scratch in 5 Hours,https://www.udemy.com/motion-graphic-with-ae/,True,30,50,7,45,All Levels,4 hours,2016-06-01T17:40:56Z,Graphic Design,Motion Graphic Effect Scratch 5 Hours
1720,817074,Introduction to Photoshop CC: Tutorials for Beginners,https://www.udemy.com/introduction-to-photoshop-cc-tutorials-for-beginners/,True,20,262,0,12,Beginner Level,1 hour,2016-04-10T20:12:18Z,Graphic Design,Introduction Photoshop CC Tutorials Beginners
1721,286160,Making Killer Images in Photoshop that WOW Clients!,https://www.udemy.com/killer-photoshop-images/,True,95,45,1,26,Intermediate Level,5 hours,2014-10-25T03:57:07Z,Graphic Design,Making Killer Images Photoshop WOW Clients
1722,788722,Simple Photoshop CC: Smart Objects,https://www.udemy.com/simple-photoshop-cc-smart-objects/,True,20,272,0,11,Intermediate Level,30 mins,2016-03-15T14:49:51Z,Graphic Design,Simple Photoshop CC Smart Objects
1723,1008654,Learn Photo Manipulation - Build 3 projects,https://www.udemy.com/learn-photo-manipulation-build-3-projects/,True,40,10,1,18,All Levels,2.5 hours,2016-11-27T16:01:42Z,Graphic Design,Learn Photo Manipulation  Build 3 projects
1724,964478,Zombie Apocalypse Photoshop Actions,https://www.udemy.com/zombie-apocalypse-photoshop-actions/,True,50,12,1,15,All Levels,1.5 hours,2016-09-26T22:19:48Z,Graphic Design,Zombie Apocalypse Photoshop Actions
1725,953220,Creative Perspective Illustration with GIMP,https://www.udemy.com/creative-perspective/,True,50,43,3,57,All Levels,6.5 hours,2016-11-24T18:24:48Z,Graphic Design,Creative Perspective Illustration GIMP
1726,64078,iPhone icons in iOS7 - learn flat design,https://www.udemy.com/iphone-icon-secrets-flat-design/,True,20,165,4,41,All Levels,3 hours,2013-08-21T20:00:26Z,Graphic Design,iPhone icons iOS7  learn flat design
1727,1046540,How to draw professional manga artwork by Punix,https://www.udemy.com/punix_drawface/,True,35,83,3,17,Beginner Level,1.5 hours,2017-04-17T22:55:46Z,Graphic Design,draw professional manga artwork Punix
1728,622284,How do I Create a Stylized Graphics from Images in Photoshop,https://www.udemy.com/how-do-i-create-a-stylized-graphics-from-images-in-photoshop/,True,50,17,1,12,All Levels,1 hour,2015-09-28T17:20:55Z,Graphic Design,Create Stylized Graphics Images Photoshop
1729,31150,Advance Design of Logos and Brand Identity   ,https://www.udemy.com/advance-design-of-logos-and-brand-identity/,True,20,34,4,38,All Levels,2 hours,2013-02-16T00:06:30Z,Graphic Design,Advance Design Logos Brand Identity
1730,574132,Como utilizar o Corel Draw por completo!,https://www.udemy.com/como-utilizar-o-corel-draw-por-completo/,True,30,293,32,44,All Levels,7 hours,2015-08-17T17:21:52Z,Graphic Design,Como utilizar Corel Draw por completo
1731,724824,Photoshop　中級者、上級者がプロになるために最後に学ぶ「超絶技巧」テクニック,https://www.udemy.com/photoshop-s/,True,85,113,5,39,Intermediate Level,4.5 hours,2016-01-12T21:37:39Z,Graphic Design,Photoshop 
1732,883324,Corel Draw X7: Mão na Massa,https://www.udemy.com/corel-draw-x7-mao-na-massa/,True,25,72,13,40,Beginner Level,4 hours,2016-06-20T22:30:56Z,Graphic Design,Corel Draw X7 Mo na Massa
1733,502204,Dibujo digital básico: cómo ilustrar en Photoshop,https://www.udemy.com/dibujo-digital-basico-como-ilustrar-en-photoshop/,True,20,155,36,90,Beginner Level,5 hours,2016-02-17T23:56:26Z,Graphic Design,Dibujo digital bsico cmo ilustrar en Photoshop
1734,283038,Adobe Illustrator CS6 باللغة العربية,https://www.udemy.com/adobe-illustrator-cs6-kottab/,True,35,48,15,74,All Levels,8 hours,2014-09-14T15:00:09Z,Graphic Design,Adobe Illustrator CS6  
1735,650720,Creare un logo con Adobe Illustrator,https://www.udemy.com/crea-il-tuo-logo-con-adobe-illustrator/,False,Free,1447,121,13,All Levels,1 hour,2015-10-29T00:10:41Z,Graphic Design,Creare un logo con Adobe Illustrator
1736,586680,Mestres do Photoshop,https://www.udemy.com/mestres-do-photoshop/,True,30,86,18,52,All Levels,5.5 hours,2015-08-21T23:40:31Z,Graphic Design,Mestres Photoshop
1737,899240,illustrator CC 2015.3 - Curso básico de ferramentas,https://www.udemy.com/illustratorcc20153/,True,20,13,6,12,Beginner Level,1 hour,2016-07-08T15:23:08Z,Graphic Design,illustrator CC 20153  Curso bsico de ferramentas
1738,520876,Plantillas Powerpoint para Publicar en Mercadolibre y Ebay,https://www.udemy.com/publicacion-rapida-y-profesional-en-mercadolibre/,True,35,15,5,32,All Levels,2 hours,2015-06-08T15:32:34Z,Graphic Design,Plantillas Powerpoint para Publicar en Mercadolibre Ebay
1739,1083784,Crie seu Cartão de Visita no CorelDRAW X8,https://www.udemy.com/crie-seu-cartao-de-visita-no-coreldraw-x8/,True,20,28,3,38,Beginner Level,4 hours,2017-03-02T17:04:04Z,Graphic Design,Crie seu Carto de Visita CorelDRAW X8
1740,651352,Curso de Maya 3D,https://www.udemy.com/curso-de-maya-3d/,True,20,62,9,41,All Levels,4 hours,2016-02-09T17:35:50Z,Graphic Design,Curso de Maya 3D
1741,968268,Photoshop: Organización de eventos y decoración de fiestas,https://www.udemy.com/curso-de-photoshop-como-hacer-todo-para-tu-fiesta-tematica/,True,120,125,5,56,Beginner Level,8.5 hours,2016-10-18T20:08:18Z,Graphic Design,Photoshop Organizacin de eventos decoracin de fiestas
1742,479760,Podcast Cover Art | Design Like the Best,https://www.udemy.com/podcast-graphic-design/,True,20,33,2,7,All Levels,1 hour,2015-04-22T00:37:42Z,Graphic Design,Podcast Cover Art  Design Like Best
1743,134690,Learn Drawing and Painting a Landscape with Oil Colours,https://www.udemy.com/learn-drawing-and-painting-a-landscape-with-oil-colours/,True,20,51,2,20,Intermediate Level,2 hours,2014-01-14T20:01:11Z,Graphic Design,Learn Drawing Painting Landscape Oil Colours
1744,692918,Enhance your chroma key with an animated Slides background,https://www.udemy.com/enhance-your-chroma-key-with-an-animated-slides-background/,True,25,361,2,9,Intermediate Level,1 hour,2016-07-04T18:50:33Z,Graphic Design,Enhance chroma key animated Slides background
1745,1092632,The Complete Motion Graphic Course,https://www.udemy.com/complete-motion-graphic-course/,True,65,50,6,115,All Levels,9.5 hours,2017-02-01T23:42:53Z,Graphic Design,Complete Motion Graphic Course
1746,753154,Making Corporate Flyers in Photoshop,https://www.udemy.com/making-corporate-flyers-in-photoshop/,True,20,4,3,7,All Levels,31 mins,2016-02-05T19:58:53Z,Graphic Design,Making Corporate Flyers Photoshop
1747,46524,Rock-Solid Brands,https://www.udemy.com/rock-solid-brands/,True,20,134,4,13,Beginner Level,31 mins,2016-02-17T17:06:32Z,Graphic Design,RockSolid Brands
1748,634480,Typographic Poster Design - From Sketch to Vector,https://www.udemy.com/typographic-poster-design-from-sketch-to-vector/,True,45,36,5,20,Intermediate Level,1.5 hours,2015-10-08T17:21:31Z,Graphic Design,Typographic Poster Design  Sketch Vector
1749,771044,"Make Money With Photoshop: Logos, Business Cards & Brochures",https://www.udemy.com/make-money-with-photoshop-logos-business-cards-brochures/,True,100,32,4,21,All Levels,5 hours,2016-08-14T22:05:04Z,Graphic Design,Money Photoshop Logos Business Cards  Brochures
1750,497268,Photoshop the Art of Clipart,https://www.udemy.com/photoshop-the-art-of-clipart/,True,20,30,3,22,Beginner Level,1 hour,2015-07-05T23:38:42Z,Graphic Design,Photoshop Art Clipart
1751,435138,Adobe Illustrator Creative Cloud:  Mastering the Upgrades,https://www.udemy.com/learn-illustrator-cc-updates/,True,20,22,3,57,Intermediate Level,2 hours,2015-03-16T20:18:11Z,Graphic Design,Adobe Illustrator Creative Cloud Mastering Upgrades
1752,334530,Illustrator 101: Learn Quickly and Easily to create Artwork,https://www.udemy.com/make-money-freelancing-after-this-illustrator-course/,True,40,452,3,37,All Levels,1 hour,2014-11-25T03:36:40Z,Graphic Design,Illustrator 101 Learn Quickly Easily create Artwork
1753,904144,Design Your Own Fonts. Plus A Bunch Of Typography Secrets.,https://www.udemy.com/design-your-own-fonts/,True,40,67,8,25,All Levels,1 hour,2016-07-14T17:03:19Z,Graphic Design,Design Fonts Plus Bunch Typography Secrets
1754,397946,Easy Steps To Become A Photoshop Expert,https://www.udemy.com/easy-steps-to-become-a-photoshop-expert/,True,20,1081,11,47,All Levels,8 hours,2015-01-29T04:40:00Z,Graphic Design,Easy Steps Photoshop Expert
1755,561800,Intro to Adobe Illustrator,https://www.udemy.com/intro-to-adobe-illustrator/,True,20,189,13,55,Beginner Level,6 hours,2015-08-07T21:56:22Z,Graphic Design,Intro Adobe Illustrator
1756,810234,Beginners Guide: Photoshop Poster/Artwork,https://www.udemy.com/do-it-yourself-learn-photoshop-postersflyers-creation/,True,20,775,5,6,Beginner Level,1 hour,2016-04-02T05:26:22Z,Graphic Design,Beginners Guide Photoshop PosterArtwork
1757,559046,Basic Graphic Design for PowerPoint,https://www.udemy.com/basic-graphic-design-for-powerpoint/,True,20,88,8,14,Beginner Level,1 hour,2015-07-26T23:32:34Z,Graphic Design,Basic Graphic Design PowerPoint
1758,338308,Master Graphic Design Using Photoshop with Rachael,https://www.udemy.com/become-a-master-of-photoshop-in-3-hours-guaranteed/,True,25,598,22,13,All Levels,1.5 hours,2014-11-07T09:12:47Z,Graphic Design,Master Graphic Design Photoshop Rachael
1759,477634,Adobe Illustrator CC - Print Design for Beginners,https://www.udemy.com/adobe-illustrator-cc-print-design/,True,50,145,35,55,Beginner Level,6 hours,2016-03-08T15:09:47Z,Graphic Design,Adobe Illustrator CC  Print Design Beginners
1760,913194,Adobe Illustrator | Master in 3D,https://www.udemy.com/adobe-illustrator-master-in-3d/,True,25,445,4,14,All Levels,32 mins,2016-07-28T00:23:08Z,Graphic Design,Adobe Illustrator  Master 3D
1761,429866,From Drawing to Illustration,https://www.udemy.com/from-drawing-to-illustration/,True,20,237,25,32,Beginner Level,6 hours,2015-04-17T17:20:21Z,Graphic Design,Drawing Illustration
